typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20230501","2023","5","202305","208","DNK","Denmark","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","0.876",,"0.876","0","false","true",
"C","M","20230501","2023","5","202305","251","FRA","France","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12","false","8","kg","12","false","12","false","0","false","116.282",,"116.282","0","false","true",
"C","M","20230501","2023","5","202305","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","355","false","8","kg","355","false","355","false","0","false","720.515",,"720.515","0","false","true",
"C","M","20230501","2023","5","202305","528","NLD","Netherlands","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3138","false","8","kg","3138","false","3138","false","0","false","8260.387",,"8260.387","0","false","true",
"C","M","20230601","2023","6","202306","208","DNK","Denmark","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","0.291",,"0.291","0","false","true",
"C","M","20230601","2023","6","202306","251","FRA","France","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","104","false","8","kg","104","false","104","false","0","false","483.458",,"483.458","0","false","true",
"C","M","20230601","2023","6","202306","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","44.396","true","-1","N/A","0","false","44.396","true","0","false","81.299",,"81.299","6","false","true",
"C","M","20230601","2023","6","202306","528","NLD","Netherlands","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","1.084",,"1.084","0","false","true",
"C","M","20230701","2023","7","202307","208","DNK","Denmark","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","0.594",,"0.594","0","false","true",
"C","M","20230701","2023","7","202307","251","FRA","France","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","151","false","8","kg","151","false","151","false","0","false","477.712",,"477.712","0","false","true",
"C","M","20230701","2023","7","202307","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","68.415","true","-1","N/A","0","false","68.415","true","0","false","81.83",,"81.83","6","false","true",
"C","M","20230701","2023","7","202307","528","NLD","Netherlands","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","3.317",,"3.317","0","false","true",
"C","M","20230801","2023","8","202308","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","32","false","8","kg","32","false","32","false","0","false","58.908",,"58.908","0","false","true",
"C","M","20230801","2023","8","202308","442","LUX","Luxembourg","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","8.618","8.618","8.618","0","false","true",
"C","M","20230801","2023","8","202308","702","SGP","Singapore","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15.525","true","-1","N/A","0","false","15.525","true","0","false","25.916",,"25.916","6","false","true",
"C","M","20230901","2023","9","202309","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37","false","8","kg","37","false","37","false","0","false","44.872",,"44.872","0","false","true",
"C","M","20230901","2023","9","202309","528","NLD","Netherlands","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","8","kg","3","false","3","false","0","false","4.274",,"4.274","0","false","true",
"C","M","20231001","2023","10","202310","208","DNK","Denmark","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","0.142",,"0.142","0","false","true",
"C","M","20231001","2023","10","202310","251","FRA","France","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","65","false","8","kg","65","false","65","false","0","false","229.207",,"229.207","0","false","true",
"C","M","20231001","2023","10","202310","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24.48","true","-1","N/A","0","false","24.48","true","0","false","36.969",,"36.969","6","false","true",
"C","M","20231001","2023","10","202310","288","GHA","Ghana","M","Import","757","CHE","Switzerland","0","W00","World","H5","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","386","false","8","kg","386","false","179.52","false","0","false","2701.526",,"2701.526","0","false","true",
"C","M","20231001","2023","10","202310","512","OMN","Oman","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3078.9","true","-1","N/A","0","false","3078.9","true","0","false","6218.466",,"6218.466","6","false","true",
"C","M","20231101","2023","11","202311","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35","false","8","kg","35","false","35","false","0","false","100.517",,"100.517","0","false","true",
"C","M","20231101","2023","11","202311","512","OMN","Oman","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4297.464","true","-1","N/A","0","false","4297.464","true","0","false","8977.893",,"8977.893","6","false","true",
"C","M","20231201","2023","12","202312","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21","false","8","kg","21","false","21","false","0","false","20.716",,"20.716","0","false","true",
"C","M","20231201","2023","12","202312","512","OMN","Oman","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1096.43","true","-1","N/A","0","false","1096.43","true","0","false","2262.679",,"2262.679","6","false","true",
