typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20220501","2022","5","202205","528","NLD","Netherlands","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","6.347","0","6.347","0","false","true",
"C","M","20220501","2022","5","202205","724","ESP","Spain","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9","false","8","kg","9","false","9","false","0","false","224.899",,"224.899","0","false","true",
"C","M","20220601","2022","6","202206","233","EST","Estonia","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10.165","false","8","kg","10.165","false","10.165","false","0","false","187.08",,"187.08","0","false","true",
"C","M","20220601","2022","6","202206","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","103","false","8","kg","103","false","103","false","0","false","383.539",,"383.539","0","false","true",
"C","M","20220601","2022","6","202206","352","ISL","Iceland","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","61.021","49.097","61.021","0","false","true",
"C","M","20220601","2022","6","202206","528","NLD","Netherlands","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","5.283","0","5.283","0","false","true",
"C","M","20220701","2022","7","202207","48","BHR","Bahrain","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","840","false","8","kg","840","false","840","false","0","false","264.128",,"264.128","0","false","true",
"C","M","20220701","2022","7","202207","233","EST","Estonia","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8.908","false","8","kg","8.908","false","8.908","false","0","false","155.21",,"155.21","0","false","true",
"C","M","20220701","2022","7","202207","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","262","false","8","kg","262","false","262","false","0","false","1140.037",,"1140.037","0","false","true",
"C","M","20220701","2022","7","202207","724","ESP","Spain","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","8","kg","3","false","3","false","0","false","64.524",,"64.524","0","false","true",
"C","M","20220801","2022","8","202208","233","EST","Estonia","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10.105","false","8","kg","10.105","false","10.105","false","0","false","184.24",,"184.24","0","false","true",
"C","M","20220801","2022","8","202208","251","FRA","France","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","75","false","8","kg","75","false","75","false","0","false","191.427",,"191.427","0","false","true",
"C","M","20220801","2022","8","202208","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","36","false","8","kg","36","false","36","false","0","false","53.681",,"53.681","0","false","true",
"C","M","20220801","2022","8","202208","528","NLD","Netherlands","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17","false","8","kg","17","false","17","false","0","false","29.372","0","29.372","0","false","true",
"C","M","20220801","2022","8","202208","690","SYC","Seychelles","M","Import","757","CHE","Switzerland","0","W00","World","H5","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8","false","8","kg","8","false","33.08","false","0","false","89.214",,"89.214","0","false","true",
"C","M","20220901","2022","9","202209","251","FRA","France","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13","false","8","kg","13","false","13","false","0","false","183.22",,"183.22","0","false","true",
"C","M","20220901","2022","9","202209","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","324","false","8","kg","324","false","324","false","0","false","1545.979",,"1545.979","0","false","true",
"C","M","20220901","2022","9","202209","288","GHA","Ghana","M","Import","757","CHE","Switzerland","0","W00","World","H5","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","288","false","8","kg","288","false","226.24","false","0","false","2166.214",,"2166.214","0","false","true",
"C","M","20221001","2022","10","202210","251","FRA","France","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","54","false","8","kg","54","false","54","false","0","false","133.629",,"133.629","0","false","true",
"C","M","20221001","2022","10","202210","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18.461","true","-1","N/A","0","false","18.461","true","0","false","13.756",,"13.756","6","false","true",
"C","M","20221001","2022","10","202210","724","ESP","Spain","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","8","kg","3","false","3","false","0","false","66.687",,"66.687","0","false","true",
"C","M","20221101","2022","11","202211","251","FRA","France","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","100","false","8","kg","100","false","100","false","0","false","270.334",,"270.334","0","false","true",
"C","M","20221101","2022","11","202211","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14.562","true","-1","N/A","0","false","14.562","true","0","false","16.322",,"16.322","6","false","true",
"C","M","20221101","2022","11","202211","528","NLD","Netherlands","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","6.121","0","6.121","0","false","true",
"C","M","20221101","2022","11","202211","724","ESP","Spain","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","8","kg","3","false","3","false","0","false","69.236","0","69.236","0","false","true",
"C","M","20221201","2022","12","202212","251","FRA","France","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1411","false","8","kg","1411","false","1411","false","0","false","1881.631",,"1881.631","0","false","true",
"C","M","20221201","2022","12","202212","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","0705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","203","false","8","kg","203","false","203","false","0","false","387.55",,"387.55","0","false","true",
